,ID,Lat,Lng,Bump,Distance(mi),Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Amenity,Side,Severity,timestamp,Full Date With H,Full Date Without H,Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected,Full Date,Is Holiday
5573,5711,37.7263,-122.44602,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-10-28 15:45:00,1572267600.0,1572213600.0,2019,28,10,15,Fair,71.0,0.0,71.0,16.0,9.0,10.0,No,2019-10-28 15:0:0,False
5574,5712,37.783807,-122.45907,False,0.3429999999999999,False,False,False,False,False,False,False,False,L,3,2018-01-06 09:44:27,1515222000.0,1515189600.0,2018,6,1,9,Mostly Cloudy,,,55.9,80.0,11.5,10.0,No,2018-1-6 9:0:0,True
5575,5713,37.725772,-122.446186,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-18 20:29:00,1579370400.0,1579298400.0,2020,18,1,20,Cloudy,50.0,0.0,50.0,63.0,13.0,10.0,No,2020-1-18 20:0:0,True
5576,5714,37.77711,-122.39499,False,0.0,True,False,False,False,True,False,False,True,R,2,2019-07-29 14:25:53,1564401600.0,1564351200.0,2019,29,7,14,Fair,67.0,0.0,67.0,63.0,12.0,10.0,No,2019-7-29 14:0:0,False
5577,5715,37.750323,-122.392179,False,1.524,False,False,False,False,False,False,False,False,R,3,2018-02-06 18:47:28,1517932800.0,1517868000.0,2018,6,2,18,Clear,,,64.0,38.0,5.8,10.0,No,2018-2-6 18:0:0,False
5578,5716,37.811572,-122.363578,False,0.416,False,False,False,False,False,False,False,False,R,3,2018-09-21 11:57:22,1537520400.0,1537480800.0,2018,21,9,11,Clear,,,73.0,51.0,11.5,10.0,No,2018-9-21 11:0:0,False
5579,5717,37.756828000000006,-122.40358,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-08-27 11:11:00,1566896400.0,1566856800.0,2019,27,8,11,Fair,72.0,0.0,72.0,64.0,8.0,10.0,No,2019-8-27 11:0:0,False
5580,5718,37.766461,-122.40526,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-03 23:22:00,1583269200.0,1583186400.0,2020,3,3,23,Fair,53.0,0.0,53.0,77.0,5.0,10.0,No,2020-3-3 23:0:0,False
5581,5719,37.727835,-122.402876,False,0.057,False,False,False,False,False,False,False,False,R,2,2020-12-15 01:28:00,1607986800.0,1607983200.0,2020,15,12,1,Mostly Cloudy,48.0,0.0,48.0,74.0,3.0,10.0,No,2020-12-15 1:0:0,False
5582,5720,37.727319,-122.402749,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-05-13 19:53:00,1589389200.0,1589320800.0,2020,13,5,19,Mostly Cloudy,60.0,0.0,60.0,72.0,8.0,10.0,No,2020-5-13 19:0:0,False
5583,5721,37.781601,-122.39743,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-06-11 16:44:57,1560261600.0,1560204000.0,2019,11,6,16,Mostly Cloudy,96.0,0.0,96.0,23.0,10.0,10.0,No,2019-6-11 16:0:0,False
5584,5722,37.80937,-122.36581,False,2.057,False,False,False,False,False,False,False,False,R,2,2019-07-30 12:37:51,1564480800.0,1564437600.0,2019,30,7,12,Partly Cloudy,71.0,0.0,71.0,55.0,13.0,10.0,No,2019-7-30 12:0:0,False
5585,5723,37.721279,-122.448204,False,0.0,True,False,False,False,False,False,False,False,R,3,2017-12-22 15:09:59,1513947600.0,1513893600.0,2017,22,12,15,Mostly Cloudy,,,53.1,52.0,3.5,10.0,No,2017-12-22 15:0:0,False
5586,5724,37.752411,-122.40303,False,1.64999997616,False,False,True,False,False,False,False,False,R,3,2020-12-25 23:57:32,1608930000.0,1608847200.0,2020,25,12,23,Mostly Cloudy,57.0,0.0,57.0,83.0,10.0,10.0,No,2020-12-25 23:0:0,True
5587,5725,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-09-25 18:00:03,1569427200.0,1569362400.0,2019,25,9,18,Fair,86.0,0.0,86.0,30.0,16.0,10.0,No,2019-9-25 18:0:0,False
5588,5726,37.77304,-122.40657,False,0.208,False,False,False,False,False,False,False,False,R,2,2017-05-10 16:37:13,1494424800.0,1494367200.0,2017,10,5,16,Mostly Cloudy,,,64.9,54.0,18.4,10.0,No,2017-5-10 16:0:0,False
5589,5727,37.807072,-122.475616,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-27 15:50:25,1538053200.0,1537999200.0,2018,27,9,15,Mostly Cloudy,,,63.0,67.0,18.4,10.0,No,2018-9-27 15:0:0,False
5590,5728,37.74496,-122.40522,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-03-20 17:10:40,1584716400.0,1584655200.0,2020,20,3,17,Mostly Cloudy,64.0,0.0,64.0,50.0,10.0,10.0,No,2020-3-20 17:0:0,False
5591,5729,37.76965,-122.41778,False,0.0,True,False,False,False,False,False,False,False,R,1,2020-04-24 22:28:37,1587758400.0,1587679200.0,2020,24,4,22,Fair,60.0,0.0,60.0,69.0,9.0,10.0,No,2020-4-24 22:0:0,False
5592,5730,37.808495,-122.367325,False,0.0,False,False,False,False,False,False,True,False,R,3,2020-10-14 20:24:49,1602698400.0,1602626400.0,2020,14,10,20,Fair,72.0,0.0,72.0,68.0,0.0,10.0,No,2020-10-14 20:0:0,False
5593,5731,37.808491,-122.367348,False,0.0,False,False,False,False,False,False,True,False,R,3,2019-07-01 17:43:45,1561993200.0,1561932000.0,2019,1,7,17,Partly Cloudy,67.0,0.0,67.0,61.0,15.0,10.0,No,2019-7-1 17:0:0,False
5594,5732,37.766239,-122.405258,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-15 06:39:41,1571112000.0,1571090400.0,2019,15,10,6,Mostly Cloudy,50.0,0.0,50.0,93.0,6.0,10.0,No,2019-10-15 6:0:0,False
5595,5733,37.784676,-122.392464,False,0.0,True,False,False,False,False,False,False,False,R,2,2020-01-10 07:22:22,1578632400.0,1578607200.0,2020,10,1,7,Fair,39.0,0.0,39.0,93.0,0.0,10.0,No,2020-1-10 7:0:0,False
5596,5734,37.765971,-122.404861,False,0.561,False,False,False,False,False,False,False,False,R,2,2020-11-09 06:03:00,1604894400.0,1604872800.0,2020,9,11,6,Fair,44.0,0.0,44.0,51.0,3.0,10.0,No,2020-11-9 6:0:0,False
5597,5735,37.795113,-122.469322,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-08-14 17:04:49,1502722800.0,1502661600.0,2017,14,8,17,Overcast,,,62.1,72.0,16.1,10.0,No,2017-8-14 17:0:0,False
5598,5736,37.779584,-122.398093,False,0.0,True,False,False,False,True,False,False,True,R,2,2020-04-18 21:33:00,1587236400.0,1587160800.0,2020,18,4,21,Fair,58.0,0.0,58.0,67.0,9.0,10.0,No,2020-4-18 21:0:0,True
5599,5737,37.739975,-122.408096,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-07-07 02:34:28,1530921600.0,1530914400.0,2018,7,7,2,Partly Cloudy,,,66.9,59.0,13.8,10.0,No,2018-7-7 2:0:0,True
5600,5738,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,2,2016-06-27 16:14:45,1467036000.0,1466978400.0,2016,27,6,16,Partly Cloudy,,,72.0,49.0,17.3,10.0,No,2016-6-27 16:0:0,False
5601,5739,37.710344,-122.465358,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-10-24 01:18:00,1571871600.0,1571868000.0,2019,24,10,1,Fair,68.0,0.0,68.0,36.0,6.0,10.0,No,2019-10-24 1:0:0,False
5602,5740,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-03-26 22:25:10,1585252800.0,1585173600.0,2020,26,3,22,Fair,51.0,0.0,51.0,61.0,0.0,10.0,No,2020-3-26 22:0:0,False
5603,5741,37.785564,-122.39281499999998,False,3.40000009537,False,False,False,False,False,False,False,False,L,3,2019-03-16 09:18:34,1552719600.0,1552687200.0,2019,16,3,9,Partly Cloudy,,,52.0,77.0,,10.0,No,2019-3-16 9:0:0,True
5604,5742,37.769312,-122.410837,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-01-22 08:18:30,1516600800.0,1516572000.0,2018,22,1,8,Overcast,,0.02,54.0,90.0,12.7,5.0,No,2018-1-22 8:0:0,False
5605,5743,37.72297,-122.4477,False,0.1969999999999999,False,False,False,False,False,False,False,False,R,2,2016-12-23 13:50:26,1482490800.0,1482444000.0,2016,23,12,13,Light Rain,,0.04,53.1,86.0,19.6,8.0,No,2016-12-23 13:0:0,False
5606,5744,37.775105,-122.406853,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-11-09 11:02:41,1478682000.0,1478642400.0,2016,9,11,11,Partly Cloudy,,,66.9,76.0,4.6,10.0,No,2016-11-9 11:0:0,False
5607,5745,37.73137,-122.42359,False,0.422,False,False,False,False,False,False,False,False,R,2,2018-04-04 13:36:10,1522839600.0,1522792800.0,2018,4,4,13,Mostly Cloudy,,,62.1,53.0,16.1,10.0,No,2018-4-4 13:0:0,False
5608,5746,37.77528,-122.41591,False,0.0,False,False,False,False,False,False,False,True,L,2,2019-06-05 17:41:27,1559746800.0,1559685600.0,2019,5,6,17,Mostly Cloudy / Windy,65.0,0.0,65.0,61.0,23.0,10.0,No,2019-6-5 17:0:0,False
5609,5747,37.73032,-122.404099,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-01-22 03:56:53,1516582800.0,1516572000.0,2018,22,1,3,Light Rain,,0.03,51.1,96.0,11.5,5.0,No,2018-1-22 3:0:0,False
5610,5748,37.825614,-122.479151,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-04-22 18:11:00,1587571200.0,1587506400.0,2020,22,4,18,Mostly Cloudy / Windy,62.0,0.0,62.0,75.0,30.0,10.0,No,2020-4-22 18:0:0,False
5611,5749,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,3,2018-12-24 02:23:46,1545609600.0,1545602400.0,2018,24,12,2,Overcast,,,52.0,83.0,,10.0,No,2018-12-24 2:0:0,False
5612,5750,37.740299,-122.407845,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-01 11:51:11,1580547600.0,1580508000.0,2020,1,2,11,Fog,53.0,0.0,53.0,89.0,3.0,2.0,No,2020-2-1 11:0:0,True
5613,5751,37.720791,-122.400223,False,0.0,False,False,True,False,False,False,False,False,R,2,2018-01-08 12:30:38,1515405600.0,1515362400.0,2018,8,1,12,Light Rain,,0.08,53.1,93.0,4.6,3.0,No,2018-1-8 12:0:0,False
5614,5752,37.76197,-122.40578,False,0.069,False,False,True,False,False,False,False,False,R,2,2016-09-06 14:46:05,1473163200.0,1473112800.0,2016,6,9,14,Clear,,,81.0,39.0,9.2,10.0,No,2016-9-6 14:0:0,False
5615,5753,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2019-09-07 10:44:00,1567843200.0,1567807200.0,2019,7,9,10,Cloudy,65.0,0.0,65.0,73.0,16.0,10.0,No,2019-9-7 10:0:0,True
5616,5754,37.732288,-122.414909,False,0.0,False,False,True,False,False,False,False,False,R,3,2019-09-05 09:19:19,1567666800.0,1567634400.0,2019,5,9,9,Cloudy,61.0,0.0,61.0,83.0,18.0,8.0,No,2019-9-5 9:0:0,False
5617,5755,37.765234,-122.404893,False,0.397,False,False,False,False,False,False,False,False,R,2,2020-11-17 18:16:00,1605628800.0,1605564000.0,2020,17,11,18,Cloudy,58.0,0.0,58.0,90.0,14.0,9.0,No,2020-11-17 18:0:0,False
5618,5756,37.73473,-122.40638,False,0.42,False,False,False,False,False,False,False,False,R,2,2018-06-22 15:27:17,1529672400.0,1529618400.0,2018,22,6,15,Partly Cloudy,,,73.9,43.0,23.0,10.0,No,2018-6-22 15:0:0,False
5619,5757,37.76542,-122.40486,False,0.356,False,False,False,False,False,False,False,False,R,2,2016-05-27 11:14:38,1464339600.0,1464300000.0,2016,27,5,11,Partly Cloudy,,,63.0,67.0,6.9,10.0,No,2016-5-27 11:0:0,False
5620,5758,37.806229,-122.475548,False,0.0,True,False,False,False,False,False,True,False,R,2,2016-06-12 10:07:37,1465718400.0,1465682400.0,2016,12,6,10,Partly Cloudy,,,66.0,65.0,10.4,10.0,No,2016-6-12 10:0:0,True
5621,5759,37.73318,-122.41221000000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-11 06:28:07,1536638400.0,1536616800.0,2018,11,9,6,Clear,,,55.0,80.0,9.2,10.0,No,2018-9-11 6:0:0,False
5622,5760,37.732175,-122.43073400000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-30 09:08:00,1569826800.0,1569794400.0,2019,30,9,9,Fair,63.0,0.0,63.0,54.0,9.0,10.0,No,2019-9-30 9:0:0,False
5623,5761,37.729954,-122.439507,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-11-20 15:52:47,1479646800.0,1479592800.0,2016,20,11,15,Mostly Cloudy,,,60.1,83.0,6.9,10.0,No,2016-11-20 15:0:0,True
5624,5762,37.768041,-122.405922,False,0.011,False,False,False,False,False,False,False,False,R,2,2017-07-05 15:56:34,1499259600.0,1499205600.0,2017,5,7,15,Scattered Clouds,,,66.0,60.0,23.0,10.0,No,2017-7-5 15:0:0,False
5625,5763,37.785616,-122.391269,False,2.511,False,False,True,False,False,False,False,False,R,2,2020-12-01 14:30:30,1606824000.0,1606773600.0,2020,1,12,14,Fair,63.0,0.0,63.0,40.0,5.0,10.0,No,2020-12-1 14:0:0,False
5626,5764,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2016-08-30 06:28:48,1472529600.0,1472508000.0,2016,30,8,6,Overcast,,,61.0,87.0,8.1,10.0,No,2016-8-30 6:0:0,False
5627,5765,37.73222,-122.41524,False,0.442,False,False,False,False,False,False,False,False,R,2,2016-09-07 16:40:28,1473256800.0,1473199200.0,2016,7,9,16,Clear,,,84.9,38.0,13.8,10.0,No,2016-9-7 16:0:0,False
5628,5766,37.80821,-122.47655,False,1.631,False,False,False,False,False,False,False,False,R,3,2018-07-26 15:28:35,1532610000.0,1532556000.0,2018,26,7,15,Scattered Clouds,,,64.0,67.0,25.3,10.0,No,2018-7-26 15:0:0,False
5629,5767,37.73174,-122.40434,False,0.275,False,False,False,False,False,False,False,False,L,2,2018-08-02 01:18:50,1533164400.0,1533160800.0,2018,2,8,1,Mostly Cloudy,,,55.0,86.0,10.4,10.0,No,2018-8-2 1:0:0,False
5630,5768,37.733913,-122.411354,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-08-16 16:40:56,1502892000.0,1502834400.0,2017,16,8,16,Partly Cloudy,,,75.0,48.0,15.0,10.0,No,2017-8-16 16:0:0,False
5631,5769,37.812978,-122.361849,False,2.375,False,False,False,False,False,False,False,False,R,2,2020-11-01 11:47:00,1604221200.0,1604181600.0,2020,1,11,11,Partly Cloudy,70.0,0.0,70.0,51.0,6.0,10.0,No,2020-11-1 11:0:0,True
5632,5770,37.73222,-122.41524,False,0.442,False,False,False,False,False,False,False,False,R,3,2018-04-11 08:44:29,1523426400.0,1523397600.0,2018,11,4,8,Mostly Cloudy,,,55.9,67.0,8.1,10.0,No,2018-4-11 8:0:0,False
5633,5771,37.770313,-122.419632,False,0.00999999977648,True,False,True,False,False,False,False,False,R,2,2017-05-10 15:55:37,1494421200.0,1494367200.0,2017,10,5,15,Mostly Cloudy,,,66.0,52.0,17.3,10.0,No,2017-5-10 15:0:0,False
5634,5772,37.735943,-122.407814,False,0.0,False,False,False,False,False,False,False,False,R,3,2016-06-24 22:10:04,1466798400.0,1466719200.0,2016,24,6,22,Clear,,,59.0,69.0,15.0,10.0,No,2016-6-24 22:0:0,False
5635,5773,37.735542,-122.407066,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-11-24 08:18:55,1479967200.0,1479938400.0,2016,24,11,8,Mostly Cloudy,,,48.9,86.0,5.8,10.0,No,2016-11-24 8:0:0,True
5636,5774,37.732295,-122.414206,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-12-12 08:55:00,1576130400.0,1576101600.0,2019,12,12,8,Cloudy,58.0,0.0,58.0,93.0,0.0,10.0,No,2019-12-12 8:0:0,False
5637,5775,37.733162,-122.412247,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-01-15 06:43:21,1579060800.0,1579039200.0,2020,15,1,6,Fair,42.0,0.0,42.0,89.0,3.0,10.0,No,2020-1-15 6:0:0,False
5638,5776,37.77266,-122.40677,False,0.008,True,False,True,False,False,False,False,False,R,2,2017-02-09 19:35:27,1486659600.0,1486591200.0,2017,9,2,19,Overcast,,0.04,57.9,90.0,4.6,9.0,No,2017-2-9 19:0:0,False
5639,5777,37.767668,-122.395851,False,0.0,False,False,False,False,True,False,False,False,R,2,2020-02-26 14:39:00,1582718400.0,1582668000.0,2020,26,2,14,Fair,67.0,0.0,67.0,54.0,5.0,10.0,No,2020-2-26 14:0:0,False
5640,5778,37.808491,-122.367348,False,0.0,False,False,False,False,False,False,True,False,R,3,2019-07-17 14:19:49,1563364800.0,1563314400.0,2019,17,7,14,Fair,78.0,0.0,78.0,46.0,10.0,10.0,No,2019-7-17 14:0:0,False
5641,5779,37.778081,-122.401165,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-05-15 12:51:00,1589536800.0,1589493600.0,2020,15,5,12,Fair,69.0,0.0,69.0,57.0,17.0,10.0,No,2020-5-15 12:0:0,False
5642,5780,37.784291,-122.393612,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-04-27 18:06:42,1524844800.0,1524780000.0,2018,27,4,18,Partly Cloudy,,,60.1,69.0,16.1,10.0,No,2018-4-27 18:0:0,False
5643,5781,37.732639,-122.40535,False,0.01,True,False,False,False,False,False,False,False,R,3,2017-04-28 10:26:26,1493366400.0,1493330400.0,2017,28,4,10,Mostly Cloudy,,,61.0,52.0,13.8,10.0,No,2017-4-28 10:0:0,False
5644,5782,37.778542,-122.40053600000002,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-11-18 16:22:12,1574085600.0,1574028000.0,2019,18,11,16,Haze,68.0,0.0,68.0,56.0,6.0,6.0,No,2019-11-18 16:0:0,False
5645,5783,37.807153,-122.475694,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-28 19:04:00,1569690000.0,1569621600.0,2019,28,9,19,Fair / Windy,60.0,0.0,60.0,64.0,29.0,10.0,No,2019-9-28 19:0:0,True
5646,5784,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-02-06 14:49:00,1580990400.0,1580940000.0,2020,6,2,14,Fair,64.0,0.0,64.0,41.0,7.0,10.0,No,2020-2-6 14:0:0,False
5647,5785,37.78699,-122.389859,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-10 12:38:00,1575972000.0,1575928800.0,2019,10,12,12,Partly Cloudy,58.0,0.0,58.0,70.0,3.0,10.0,No,2019-12-10 12:0:0,False
5648,5786,37.62933,-122.401787,False,0.8600000143050001,False,False,False,False,False,False,False,False,R,2,2020-10-28 07:24:05,1603861200.0,1603836000.0,2020,28,10,7,Fair,53.0,0.0,53.0,61.0,6.0,10.0,No,2020-10-28 7:0:0,False
5649,5787,37.779682,-122.39946,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-07-21 06:56:40,1595304000.0,1595282400.0,2020,21,7,6,Mostly Cloudy,61.0,0.0,61.0,75.0,8.0,10.0,No,2020-7-21 6:0:0,False
5650,5788,37.752502,-122.403015,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-08-07 17:29:14,1565190000.0,1565128800.0,2019,7,8,17,Fair,67.0,0.0,67.0,66.0,15.0,10.0,No,2019-8-7 17:0:0,False
5651,5789,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-11-09 17:14:30,1541775600.0,1541714400.0,2018,9,11,17,Smoke,,,60.8,42.0,5.8,5.0,No,2018-11-9 17:0:0,False
5652,5790,37.73248,-122.41438,False,0.0,False,False,True,False,False,False,False,False,L,1,2020-06-09 16:25:26,1591711200.0,1591653600.0,2020,9,6,16,Fair / Windy,79.0,0.0,79.0,27.0,22.0,10.0,No,2020-6-9 16:0:0,False
5653,5791,37.768215000000005,-122.405867,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-04 16:00:00,1575468000.0,1575410400.0,2019,4,12,16,Cloudy,55.0,0.0,55.0,83.0,3.0,10.0,No,2019-12-4 16:0:0,False
5654,5792,37.779682,-122.39946,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-07-06 18:33:32,1594051200.0,1593986400.0,2020,6,7,18,Fair,65.0,0.0,65.0,58.0,15.0,10.0,No,2020-7-6 18:0:0,False
5655,5793,37.752491,-122.403029,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-09-25 17:03:00,1569423600.0,1569362400.0,2019,25,9,17,Fair,90.0,0.0,90.0,38.0,14.0,10.0,No,2019-9-25 17:0:0,False
5656,5794,37.7202,-122.447937,False,1.03999996185,False,False,False,False,False,False,False,False,R,3,2020-12-23 15:48:05,1608728400.0,1608674400.0,2020,23,12,15,Mostly Cloudy,56.0,0.0,56.0,53.0,9.0,10.0,No,2020-12-23 15:0:0,False
5657,5795,37.7967,-122.395409,False,0.01,True,False,False,False,True,False,False,False,R,2,2016-10-19 19:06:16,1476896400.0,1476828000.0,2016,19,10,19,Mostly Cloudy,,,64.9,65.0,3.5,10.0,No,2016-10-19 19:0:0,False
5658,5796,37.7889,-122.38756,False,0.331,False,False,False,False,False,False,False,False,R,2,2016-12-16 13:27:46,1481886000.0,1481839200.0,2016,16,12,13,Partly Cloudy,,,55.9,57.0,25.3,10.0,No,2016-12-16 13:0:0,False
5659,5797,37.772949,-122.406563,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-01-16 13:07:47,1516100400.0,1516053600.0,2018,16,1,13,Overcast,,,57.0,83.0,8.1,8.0,No,2018-1-16 13:0:0,False
5660,5798,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-01-20 09:34:16,1547967600.0,1547935200.0,2019,20,1,9,Light Rain,,0.01,57.0,93.0,11.5,5.0,No,2019-1-20 9:0:0,True
5661,5799,37.72659,-122.44577,False,0.046,False,False,True,False,False,False,False,False,R,2,2020-06-01 15:35:30,1591016400.0,1590962400.0,2020,1,6,15,Partly Cloudy,69.0,0.0,69.0,53.0,20.0,10.0,No,2020-6-1 15:0:0,False
5662,5800,37.812978,-122.361849,False,2.375,False,False,False,False,False,False,False,False,R,2,2020-12-18 23:10:30,1608325200.0,1608242400.0,2020,18,12,23,Fair,47.0,0.0,49.0,74.0,6.0,10.0,No,2020-12-18 23:0:0,False
5663,5801,37.753132,-122.402832,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-07-10 12:21:26,1499680800.0,1499637600.0,2017,10,7,12,Clear,,,70.0,61.0,9.2,10.0,No,2017-7-10 12:0:0,False
5664,5802,37.7634,-122.40437,False,0.0,False,False,False,False,False,False,False,False,L,2,2018-10-02 14:13:02,1538481600.0,1538431200.0,2018,2,10,14,Mostly Cloudy,,,71.1,66.0,8.1,10.0,No,2018-10-2 14:0:0,False
5665,5803,37.771915,-122.423416,False,0.0,True,False,False,False,True,False,False,False,R,2,2020-05-16 07:08:34,1589605200.0,1589580000.0,2020,16,5,7,Mostly Cloudy,56.0,0.0,56.0,84.0,9.0,10.0,No,2020-5-16 7:0:0,True
5666,5804,37.783246000000005,-122.439502,False,0.0,True,False,False,False,False,False,False,True,R,2,2019-12-17 09:04:00,1576566000.0,1576533600.0,2019,17,12,9,Mostly Cloudy,48.0,0.0,48.0,74.0,0.0,9.0,No,2019-12-17 9:0:0,False
5667,5805,37.76197,-122.40578,False,0.069,False,False,True,False,False,False,False,False,R,2,2017-04-20 18:07:19,1492704000.0,1492639200.0,2017,20,4,18,Partly Cloudy,,,66.0,59.0,18.4,10.0,No,2017-4-20 18:0:0,False
5668,5806,37.733513,-122.412117,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-07-18 07:52:53,1531890000.0,1531864800.0,2018,18,7,7,Overcast,,,59.0,83.0,6.9,10.0,No,2018-7-18 7:0:0,False
5669,5807,37.725178,-122.401657,False,0.0,False,False,True,False,False,False,False,False,R,2,2017-12-01 15:06:51,1512133200.0,1512079200.0,2017,1,12,15,Scattered Clouds,,,57.0,81.0,5.8,10.0,No,2017-12-1 15:0:0,False
5670,5808,37.773753,-122.408498,False,0.057,True,False,False,False,False,False,False,False,L,2,2020-09-27 21:52:00,1601233200.0,1601157600.0,2020,27,9,21,Fair,77.0,0.0,77.0,39.0,3.0,10.0,No,2020-9-27 21:0:0,True
5671,5809,37.726040000000005,-122.44624,False,0.131,False,False,False,False,False,False,False,False,R,4,2019-08-08 01:46:41,1565218800.0,1565215200.0,2019,8,8,1,Partly Cloudy / Windy,61.0,0.0,61.0,78.0,22.0,9.0,No,2019-8-8 1:0:0,False
5672,5810,37.771338,-122.406259,False,0.038,False,False,True,False,False,False,False,True,R,2,2017-12-18 12:26:52,1513591200.0,1513548000.0,2017,18,12,12,Partly Cloudy,,,55.9,47.0,3.5,10.0,No,2017-12-18 12:0:0,False
5673,5811,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-04-16 01:13:19,1586991600.0,1586988000.0,2020,16,4,1,Cloudy,57.0,0.0,57.0,81.0,12.0,10.0,No,2020-4-16 1:0:0,False
5674,5812,37.76197,-122.40578,False,0.069,False,False,True,False,False,False,False,False,R,2,2018-02-28 15:09:38,1519822800.0,1519768800.0,2018,28,2,15,Overcast,,,53.1,74.0,5.8,10.0,No,2018-2-28 15:0:0,False
5675,5813,37.73226,-122.43197,False,0.431,False,False,True,False,False,False,False,False,R,2,2016-10-10 14:48:50,1476100800.0,1476050400.0,2016,10,10,14,Scattered Clouds,,,66.0,60.0,16.1,10.0,No,2016-10-10 14:0:0,True
5676,5814,37.73174,-122.40434,False,0.355,False,False,False,False,False,False,False,False,L,2,2019-05-30 15:50:21,1559221200.0,1559167200.0,2019,30,5,15,Mostly Cloudy / Windy,59.0,0.0,59.0,69.0,21.0,10.0,No,2019-5-30 15:0:0,False
5677,5815,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,3,2020-05-09 09:27:33,1589007600.0,1588975200.0,2020,9,5,9,Mostly Cloudy,62.0,0.0,62.0,70.0,3.0,10.0,No,2020-5-9 9:0:0,True
5678,5816,37.774185,-122.406418,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-12-30 20:08:20,1609351200.0,1609279200.0,2020,30,12,20,Cloudy,53.0,0.0,53.0,77.0,5.0,6.0,No,2020-12-30 20:0:0,False
5679,5817,37.744158,-122.40546100000002,False,0.0,False,False,False,False,False,False,False,False,L,2,2018-07-23 10:11:18,1532332800.0,1532296800.0,2018,23,7,10,Partly Cloudy,,,63.0,75.0,11.5,10.0,No,2018-7-23 10:0:0,False
5680,5818,37.807153,-122.475694,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-31 06:38:00,1585627200.0,1585605600.0,2020,31,3,6,Cloudy,53.0,0.0,53.0,86.0,0.0,7.0,No,2020-3-31 6:0:0,False
5681,5819,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-09-17 23:53:58,1537218000.0,1537135200.0,2018,17,9,23,Overcast,,,57.9,84.0,8.1,10.0,No,2018-9-17 23:0:0,False
5682,5820,37.76905,-122.40925,False,0.228,False,False,False,False,False,False,False,False,L,4,2018-03-31 00:48:45,1522447200.0,1522447200.0,2018,31,3,0,Scattered Clouds,,,57.9,72.0,6.9,10.0,No,2018-3-31 0:0:0,True
