Year,timestamp,Day,date,Month,Lat,Hour,Lng,Weather_Condition,Distance(mi),Wind_Chill(F),Crossing,Precipitation(in),Railway,Temperature(F),Stop,Humidity(%),Side,Wind_Speed(mph),Severity,Visibility(mi),Selected,ID
2019,3/3/2019 23:41,28,7/4/2012 0:00,12,37.770653,7,-122.422462,Fair,0,38,FALSE,0,FALSE,38,FALSE,86,L,0,2,10,No,5979
2017,10/18/2019 22:35,12,12/25/2013 0:00,1,37.752501,19,-122.402997,Mostly Cloudy,0,42,FALSE,0.02,FALSE,48.9,FALSE,80,R,4.6,2,10,No,5980
2016,1/31/2019 4:43,2,1/1/2015 0:00,11,37.774399,23,-122.406204,Clear,0,58,FALSE,0,FALSE,57.9,FALSE,72,R,17,3,10,No,5981
2016,4/4/2020 15:05,5,5/27/2013 0:00,7,37.81052,1,-122.36465,Scattered Clouds,0,55,FALSE,0,FALSE,55.9,FALSE,84,R,5.8,4,10,No,5982
2016,10/24/2019 21:19,13,9/7/2020 0:00,7,37.808253,10,-122.366974,Clear,0,55,FALSE,0,FALSE,64.9,TRUE,68,R,6.9,2,10,No,5983
2018,10/8/2020 10:59,18,11/22/2018 0:00,6,37.813675,15,-122.361519,Scattered Clouds,0,61,FALSE,0,FALSE,68,FALSE,55,R,20.7,3,10,No,5984
2018,10/10/2019 8:01,27,11/11/2014 0:00,9,37.72578,19,-122.446205,Mostly Cloudy,0,62,FALSE,0,FALSE,57,FALSE,89,R,13.8,3,10,No,5985
2016,3/3/2020 16:18,18,12/25/2017 0:00,5,37.812981,11,-122.362183,Scattered Clouds,0,73,FALSE,0,FALSE,71.1,FALSE,63,R,13.8,3,10,No,5986
2019,2/21/2018 6:19,31,9/7/2020 0:00,8,37.711311,18,-122.395523,Fair,0,73,FALSE,0,FALSE,73,FALSE,55,R,20,2,10,No,5987
2019,12/24/2018 6:58,3,11/28/2019 0:00,5,37.752502,16,-122.403015,Fair,0,66,FALSE,0,FALSE,66,FALSE,54,R,15,2,10,No,5988
2017,12/2/2020 1:40,24,11/11/2020 0:00,5,37.743948,7,-122.40558,Overcast,0.25,55,FALSE,0,FALSE,53.1,FALSE,86,R,8.1,2,10,No,5989
2020,8/18/2018 2:09,17,11/11/2016 0:00,7,37.793243,22,-122.46965,Fair,0,62,FALSE,0,FALSE,62,FALSE,75,R,6,2,10,No,5990
2020,2/14/2018 7:56,8,7/4/2017 0:00,1,37.774509,7,-122.396164,Patches of Fog,0,47,TRUE,0,TRUE,47,FALSE,93,R,0,3,7,No,5991
2018,12/23/2019 9:40,14,11/22/2012 0:00,1,37.825615,22,-122.479262,Overcast,0,68,FALSE,0,FALSE,53.1,FALSE,93,R,3.5,2,7,No,5992
2019,1/17/2019 16:23,24,1/15/2018 0:00,3,37.731129,11,-122.435257,Mostly Cloudy,0.649999976,74,FALSE,0,FALSE,55.9,FALSE,75,L,5.8,3,10,No,5993
2020,6/21/2017 15:55,11,7/4/2017 0:00,6,37.73473,11,-122.40638,Mostly Cloudy,0.42,70,FALSE,0,FALSE,70,FALSE,59,R,12,2,10,No,5994
2018,4/4/2020 17:18,2,2/17/2020 0:00,1,37.794285,18,-122.469601,Mostly Cloudy,0,66,FALSE,0,FALSE,53.1,FALSE,80,R,3.5,2,7,No,5995
2020,11/7/2019 19:19,16,1/1/2019 0:00,5,37.733146,17,-122.413544,Mostly Cloudy,0,68,FALSE,0,FALSE,68,FALSE,52,L,10,2,10,No,5996
2020,6/11/2017 11:39,1,1/1/2019 0:00,3,37.778069,20,-122.401993,Fair,0,59,FALSE,0,FALSE,59,FALSE,21,R,14,3,10,No,5997
2019,12/6/2020 15:48,7,9/4/2017 0:00,3,37.771915,18,-122.423416,Mostly Cloudy,0,75,TRUE,0,TRUE,51.1,FALSE,61,R,17.3,2,10,No,5998
2019,12/21/2016 18:54,7,1/1/2015 0:00,10,37.765044,15,-122.40485,Fair,0.091,86,FALSE,0,FALSE,86,FALSE,27,R,6,2,10,No,5999
2020,12/8/2019 0:34,14,5/25/2020 0:00,3,37.808253,19,-122.366974,Mostly Cloudy,0,50,FALSE,0,FALSE,50,TRUE,80,R,5,2,10,No,6000
2017,4/1/2017 15:28,18,1/20/2020 0:00,2,37.785542,5,-122.39138,Overcast,0.01,63,FALSE,0,FALSE,53.1,FALSE,100,R,9,3,10,No,6001
2020,12/1/2020 14:56,30,2/18/2019 0:00,9,37.734039,16,-122.411087,Smoke,0,81,FALSE,0,FALSE,81,FALSE,50,R,8,3,6,No,6002
2019,6/15/2017 20:33,10,5/28/2018 0:00,4,37.777245,19,-122.410316,Fair,0,61,FALSE,0,FALSE,61,FALSE,62,L,13,2,10,No,6003
2018,3/9/2017 20:21,13,1/18/2016 0:00,3,37.808498,4,-122.366852,Light Rain,0.01,47,FALSE,0,FALSE,61,TRUE,78,R,12.7,3,7,No,6004
2019,3/6/2017 7:41,23,2/17/2020 0:00,12,37.808498,5,-122.366852,Mostly Cloudy,0.01,44,FALSE,0,FALSE,44,TRUE,93,R,3,3,10,No,6005
2019,10/19/2019 23:18,6,11/11/2013 0:00,3,37.78699,17,-122.389859,Light Rain,0,50,FALSE,0,FALSE,55,FALSE,80,R,13.8,2,5,No,6006
2017,10/22/2019 4:46,2,1/15/2018 0:00,9,37.78173,6,-122.397252,Clear,0,60,FALSE,0,FALSE,73.9,FALSE,41,R,15,2,9,No,6007
2016,7/9/2018 11:09,8,2/15/2016 0:00,7,37.752755,14,-122.40279,Scattered Clouds,0.639,56,FALSE,0,FALSE,66.9,FALSE,63,R,18.4,2,10,No,6008
2020,11/12/2020 13:28,4,1/1/2013 0:00,2,37.808321,8,-122.36702,Fair,2.106,50,FALSE,0,FALSE,50,TRUE,33,R,6,2,10,No,6009
2020,3/6/2019 15:53,26,11/26/2020 0:00,5,37.719273,20,-122.399544,Fair,0,77,FALSE,0,FALSE,77,FALSE,43,R,10,2,10,No,6010
2018,2/13/2020 17:30,24,2/19/2018 0:00,5,37.729924,14,-122.439969,Mostly Cloudy,0,51,FALSE,0.02,FALSE,63,FALSE,56,R,9.2,2,10,No,6011
2017,7/18/2018 14:52,21,11/10/2017 0:00,3,37.740299,11,-122.40786,Partly Cloudy,0,52,FALSE,0,FALSE,64,FALSE,67,R,6.9,2,10,No,6012
2019,9/23/2019 12:15,29,10/9/2017 0:00,12,37.732277,17,-122.414904,Cloudy,0,53,FALSE,0,FALSE,53,FALSE,89,R,10,2,10,No,6013
2018,11/26/2020 1:30,15,12/25/2016 0:00,5,37.749428,22,-122.404083,Mostly Cloudy,0,59,FALSE,0,FALSE,55.9,FALSE,80,R,12.7,2,8,No,6014
2016,12/16/2019 18:19,19,12/25/2013 0:00,10,37.78276,7,-122.39554,Partly Cloudy,0,54,FALSE,0,FALSE,55.9,FALSE,80,R,3.5,2,10,No,6015
2020,4/17/2020 16:50,1,5/27/2019 0:00,12,37.76199,18,-122.40596,Fair,0,54,FALSE,0,FALSE,54,FALSE,66,R,9,4,10,No,6016
2018,4/30/2020 16:23,10,12/25/2015 0:00,8,37.74496,18,-122.40522,Scattered Clouds,0,41.4,FALSE,0,FALSE,66,FALSE,63,R,17.3,3,10,No,6017
2017,2/9/2020 9:12,10,1/20/2020 0:00,8,37.712079,17,-122.45352,Partly Cloudy,0,78,FALSE,0,FALSE,66,FALSE,75,R,18.4,2,10,No,6018
2017,10/13/2019 21:19,23,1/1/2020 0:00,3,37.772948,20,-122.40655,Mostly Cloudy,0,67,FALSE,0,FALSE,55.9,FALSE,67,R,5.8,2,10,No,6019
2018,6/14/2018 13:28,22,5/30/2016 0:00,6,37.76778,7,-122.39599,Partly Cloudy,0.373,61,FALSE,0,FALSE,55.9,FALSE,90,R,16.1,2,10,No,6020
2017,3/5/2020 23:51,22,2/15/2016 0:00,3,37.79816,1,-122.37777,Overcast,0.137,61,FALSE,0,FALSE,57.9,FALSE,81,R,10.4,2,10,No,6021
2018,6/5/2018 7:27,2,1/1/2014 0:00,2,37.778091,1,-122.401176,Scattered Clouds,0,69,FALSE,0,FALSE,55,FALSE,67,R,0,3,10,No,6022
2016,2/24/2020 17:17,22,1/1/2018 0:00,10,37.765419,20,-122.404861,Mostly Cloudy,0,58,FALSE,0,FALSE,57.9,FALSE,72,R,17.3,3,10,No,6023
2020,3/23/2016 9:29,15,11/26/2015 0:00,5,37.74508,8,-122.40493,Partly Cloudy,0.15,58,FALSE,0,FALSE,58,FALSE,78,R,14,2,10,No,6024
2019,7/28/2018 3:11,26,1/2/2012 0:00,12,37.77871,18,-122.40032,Fair,0.648,54,FALSE,0,FALSE,54,FALSE,66,R,12,4,10,No,6025
2016,10/28/2020 13:23,28,10/8/2018 0:00,8,37.813809,15,-122.361301,Partly Cloudy,0.008,67,FALSE,0,FALSE,70,FALSE,53,R,16.1,2,10,No,6026
2018,10/9/2018 18:18,23,1/21/2019 0:00,8,37.71011,19,-122.3955,Haze,0.374,58,FALSE,0,FALSE,64.9,FALSE,63,R,15,3,4,No,6027
2020,9/19/2017 14:32,11,9/3/2012 0:00,12,37.799879,19,-122.375951,Cloudy,0.71,55,FALSE,0,FALSE,55,FALSE,59,R,10,2,10,No,6028
2018,10/3/2019 6:32,27,1/20/2014 0:00,3,37.711308,4,-122.395531,Clear,0,66,FALSE,0.05,FALSE,46,FALSE,86,R,4.6,2,10,No,6029
2017,1/16/2020 13:51,8,9/1/2014 0:00,12,37.771324,21,-122.397949,Clear,0,53,FALSE,0,FALSE,43,FALSE,74,R,6.9,3,10,No,6030
2017,1/25/2020 13:01,4,2/20/2017 0:00,11,37.775558,4,-122.405807,Heavy Rain,0,41.5,FALSE,0.06,FALSE,59,FALSE,81,R,5.8,3,2,No,6031
2018,3/28/2017 12:09,10,7/4/2016 0:00,8,37.800678,2,-122.429482,Partly Cloudy,0.01,64,TRUE,0,FALSE,53.1,FALSE,93,L,10.4,2,10,No,6032
2016,12/1/2016 9:54,10,2/17/2020 0:00,11,37.748791,20,-122.404007,Clear,0.01,53,FALSE,0,FALSE,62.1,FALSE,84,R,10.4,2,10,No,6033
2016,3/27/2018 8:17,17,7/4/2012 0:00,10,37.73235,16,-122.4141,Partly Cloudy,0.67,62,FALSE,0,FALSE,66.9,FALSE,57,R,17.3,3,10,No,6034
2019,5/24/2018 17:08,12,1/21/2013 0:00,11,37.765285,15,-122.404907,Mostly Cloudy,0,72,FALSE,0,FALSE,72,FALSE,43,R,8,2,10,No,6035
2019,2/21/2020 4:37,23,7/3/2020 0:00,9,37.712079,10,-122.45352,Fair,0,65,FALSE,0,FALSE,65,FALSE,81,R,6,2,10,No,6036
2019,11/2/2017 7:52,28,11/11/2016 0:00,10,37.753574,11,-122.403053,Fair,0,65,FALSE,0,FALSE,65,FALSE,14,R,5,2,10,No,6037
2017,10/5/2018 11:31,19,11/11/2020 0:00,4,37.733112,6,-122.412216,Partly Cloudy,0,55,FALSE,0.04,FALSE,51.1,FALSE,86,R,5.8,3,10,No,6038
2017,11/8/2016 0:19,18,1/20/2020 0:00,10,37.80771,13,-122.36764,Partly Cloudy,0.037,64,FALSE,0,FALSE,62.1,FALSE,65,R,17.3,3,10,No,6039
2018,9/20/2019 3:49,23,10/12/2015 0:00,3,37.719143,12,-122.448479,Mostly Cloudy,0,71,FALSE,0,FALSE,55,FALSE,57,R,3.5,3,10,No,6040
2019,9/7/2019 21:59,30,10/8/2012 0:00,12,37.765283,18,-122.404835,Fair,0,53,FALSE,0,FALSE,53,FALSE,77,R,8,2,10,No,6041
2019,8/6/2018 5:55,25,7/3/2020 0:00,11,37.7862,13,-122.39069,Fair / Windy,0.078,62,FALSE,0,FALSE,62,FALSE,39,R,22,2,10,No,6042
2019,10/13/2017 0:17,30,12/25/2015 0:00,7,37.734898,14,-122.408661,Fair,0,67,FALSE,0,FALSE,67,FALSE,61,R,13,3,10,No,6043
2017,3/29/2018 0:53,14,1/1/2016 0:00,4,37.78667,17,-122.3902,Scattered Clouds,2.057,72,TRUE,0.03,FALSE,59,FALSE,51,R,24.2,3,10,No,6044
2018,4/11/2019 17:25,3,2/19/2018 0:00,4,37.73016,15,-122.4394,Scattered Clouds,0.462,55,FALSE,0,FALSE,63,FALSE,56,R,15,2,10,No,6045
2018,6/12/2020 17:07,28,7/4/2016 0:00,6,37.81053,15,-122.36464,Partly Cloudy,0,56,FALSE,0,FALSE,70,FALSE,47,R,19.6,4,10,No,6046
2018,10/28/2020 11:51,17,2/18/2013 0:00,1,37.769669,9,-122.416109,Overcast,0.214,75,FALSE,0.04,FALSE,55,FALSE,89,R,3.5,2,3,No,6047
2018,10/14/2016 17:54,20,1/21/2013 0:00,4,37.767666,0,-122.395859,Partly Cloudy,0.01,67,FALSE,0,TRUE,52,FALSE,77,R,13.8,3,10,No,6048
2020,4/5/2017 16:34,13,1/15/2018 0:00,1,37.785542,15,-122.39138,Mostly Cloudy,0.01,55,FALSE,0,FALSE,55,FALSE,67,R,9,3,10,No,6049
2019,10/10/2019 16:09,17,1/1/2016 0:00,3,37.78699,1,-122.389859,Clear,0,54,FALSE,0,FALSE,50,FALSE,89,R,9.2,2,7,No,6050
2019,1/14/2017 20:48,19,1/2/2017 0:00,9,37.80811,17,-122.36719,Fair,0.037,73,FALSE,0,FALSE,73,FALSE,48,R,16,2,10,No,6051
2016,12/12/2016 5:08,24,9/1/2014 0:00,8,37.735058,9,-122.407143,Overcast,0.01,62,FALSE,0,FALSE,60.1,FALSE,83,R,8.1,3,10,No,6052
2018,6/24/2019 13:35,26,5/29/2017 0:00,7,37.775979,18,-122.404821,Partly Cloudy,0.647,57,FALSE,0.03,FALSE,63,FALSE,78,R,20.7,2,10,No,6053
2018,11/6/2020 19:17,2,7/3/2020 0:00,11,37.731232,10,-122.436111,Scattered Clouds,0,62,FALSE,0,FALSE,64.9,FALSE,68,R,18.4,2,10,No,6054
2017,1/12/2020 13:46,15,5/25/2020 0:00,7,37.789513,5,-122.388619,Scattered Clouds,0,65,TRUE,0,TRUE,57,FALSE,89,R,3.5,2,10,No,6055
2019,6/27/2019 13:29,27,5/28/2018 0:00,10,37.73235,15,-122.4141,Fair / Windy,0.112,71,FALSE,0,FALSE,71,FALSE,13,R,21,2,10,No,6056
2019,8/29/2017 10:33,22,11/24/2016 0:00,12,37.72604,10,-122.44624,Heavy Rain,0.131,52,FALSE,0.12,FALSE,52,FALSE,89,R,12,2,2,No,6057
2017,11/18/2016 18:53,26,1/15/2018 0:00,5,37.709324,10,-122.467308,Overcast,0.01,54,FALSE,0,FALSE,59,FALSE,67,R,10.4,3,10,No,6058
2018,11/18/2020 3:49,14,9/4/2017 0:00,9,37.786991,9,-122.389854,Mostly Cloudy,0,52,FALSE,0,FALSE,55.9,FALSE,84,R,3.5,3,10,No,6059
2018,12/18/2017 14:41,12,11/11/2020 0:00,8,37.76517,5,-122.39356,Clear,0.249,68,FALSE,0,FALSE,55,FALSE,93,R,4.6,2,10,No,6060
2017,5/2/2020 3:54,20,5/30/2016 0:00,3,37.81052,9,-122.36465,Overcast,0,65,FALSE,0,FALSE,59,FALSE,62,R,15,2,10,No,6061
2018,6/27/2020 13:32,9,5/27/2013 0:00,9,37.710191,17,-122.395498,Partly Cloudy,0,71,FALSE,0,FALSE,64.9,FALSE,61,R,21.9,2,10,No,6062
2020,10/22/2017 12:30,2,9/2/2019 0:00,6,37.785698,15,-122.39138,Partly Cloudy / Windy,0,84,FALSE,0,FALSE,84,FALSE,32,R,23,3,10,No,6063
2016,1/11/2020 17:15,5,11/11/2016 0:00,4,37.791867,22,-122.469653,Clear,0,57,FALSE,0,FALSE,64,FALSE,56,R,5.8,2,10,No,6064
2020,6/27/2020 0:06,11,7/4/2016 0:00,4,37.731355,12,-122.423836,Cloudy,0,56,FALSE,0,FALSE,56,FALSE,75,R,6,2,10,No,6065
2018,10/13/2016 5:10,17,5/25/2015 0:00,9,37.808498,8,-122.366852,Overcast,0.01,63,FALSE,0,FALSE,57.9,TRUE,87,R,9.2,3,10,No,6066
2016,3/27/2019 3:32,20,11/11/2020 0:00,5,37.752502,2,-122.403015,Mostly Cloudy,0,67,FALSE,0,FALSE,55,FALSE,67,R,24.2,2,10,No,6067
2018,5/2/2018 22:56,9,1/1/2020 0:00,3,37.76542,12,-122.40486,Mostly Cloudy,1.262,77,FALSE,0,FALSE,54,FALSE,86,R,5.8,3,10,No,6068
2016,10/12/2020 9:30,17,9/5/2016 0:00,12,37.769054,13,-122.409464,Partly Cloudy,0.225,53,FALSE,0.01,FALSE,51.1,FALSE,44,R,4.6,2,10,No,6069
2020,1/26/2018 12:54,5,10/12/2015 0:00,5,37.743742,18,-122.405772,Mostly Cloudy / Windy,0.073,61,FALSE,0,FALSE,61,FALSE,75,R,23,2,10,No,6070
2017,8/7/2018 14:57,2,11/24/2016 0:00,4,37.795181,22,-122.380899,Partly Cloudy,0.879,60,FALSE,0,FALSE,60.1,FALSE,75,R,9.2,3,10,No,6071
2019,9/12/2019 20:52,26,5/27/2019 0:00,4,37.719157,16,-122.448254,Mostly Cloudy,0,67,FALSE,0,FALSE,67,FALSE,59,R,20,2,10,No,6072
2020,4/17/2020 22:19,24,5/26/2014 0:00,12,37.781731,4,-122.397255,Mostly Cloudy,0,42,FALSE,0,FALSE,48,FALSE,71,R,15,3,10,No,6073
2017,5/5/2016 9:23,29,11/12/2012 0:00,3,37.7862,10,-122.39069,Partly Cloudy,0.078,62,FALSE,0,FALSE,61,FALSE,78,R,4.6,2,10,No,6074
2016,5/12/2016 18:30,16,11/11/2013 0:00,8,37.75254,15,-122.40301,Partly Cloudy,0.37,46,FALSE,0,FALSE,70,FALSE,61,R,13.8,2,10,No,6075
2016,11/17/2020 8:12,29,12/25/2020 0:00,9,37.779029,6,-122.40186,Mostly Cloudy,0.004,69,FALSE,0,FALSE,55.4,FALSE,88,R,9.2,2,9,No,6076
2016,6/12/2019 14:26,6,10/12/2020 0:00,4,37.73016,0,-122.4394,Clear,0.516,70,FALSE,0,FALSE,61,FALSE,81,R,5.8,2,10,No,6077
2018,3/16/2020 23:28,16,11/11/2014 0:00,8,37.80827,5,-122.36701,Scattered Clouds,0,55,FALSE,0,FALSE,57.9,TRUE,87,R,10.4,2,10,No,6078
2020,2/17/2019 11:48,9,10/12/2020 0:00,4,37.732685,19,-122.413284,Partly Cloudy,0,59,FALSE,0,FALSE,59,FALSE,69,R,8,3,10,No,6079
2019,1/25/2020 2:20,4,11/11/2019 0:00,1,37.769173,16,-122.409904,Partly Cloudy,0,40.6,FALSE,0,FALSE,57,FALSE,53,R,3.5,2,10,No,6080
2018,1/30/2018 17:10,19,5/25/2015 0:00,11,37.72049,11,-122.40014,Haze,0,67,FALSE,0,FALSE,59,FALSE,55,R,3.5,2,2,No,6081
2018,7/2/2019 14:40,18,2/20/2012 0:00,5,37.813694,7,-122.477898,Light Drizzle,0,71,FALSE,0,FALSE,55,FALSE,89,R,10.4,2,4,No,6082
2020,11/19/2018 12:25,16,1/19/2015 0:00,1,37.761818,14,-122.405861,Mostly Cloudy,0,50,FALSE,0.05,FALSE,50,FALSE,80,R,14,2,10,No,6083
2020,12/12/2020 21:56,6,2/17/2020 0:00,1,37.609619,8,-122.39054,Fair,0.199,50,FALSE,0,FALSE,50,FALSE,80,R,0,2,10,No,6084
2018,11/14/2019 13:45,15,7/4/2014 0:00,8,37.767555,9,-122.40554,Overcast,0,66,FALSE,0,FALSE,62.1,FALSE,84,R,9.2,2,10,No,6085
2016,5/2/2020 2:42,12,5/29/2017 0:00,8,37.808253,10,-122.366974,Overcast,0,50,FALSE,0,FALSE,61,TRUE,83,R,4.6,2,10,No,6086
2018,5/2/2020 21:56,4,5/27/2013 0:00,11,37.71951,14,-122.44843,Mostly Cloudy,0,52,FALSE,0,FALSE,64.9,FALSE,54,R,23,2,10,No,6087
2019,4/28/2019 7:36,10,7/4/2016 0:00,8,37.770702,14,-122.405937,Partly Cloudy,0,75,FALSE,0,FALSE,75,FALSE,57,R,18,3,10,No,6088
2020,11/6/2019 18:14,29,5/26/2014 0:00,5,37.726304,19,-122.446015,Mostly Cloudy,0,62,FALSE,0,FALSE,62,FALSE,70,R,18,2,10,No,6089
2019,12/17/2016 6:50,14,12/25/2020 0:00,1,37.732208,11,-122.414513,Overcast,0.01,78,FALSE,0,FALSE,55,FALSE,69,R,15,3,10,No,6090
2019,6/20/2020 10:26,21,10/8/2018 0:00,9,37.76095,2,-122.40623,Fair,0.075,64,FALSE,0,FALSE,64,FALSE,67,R,6,2,10,No,6091
2019,3/21/2017 12:50,4,1/20/2020 0:00,4,37.808498,16,-122.366852,Cloudy,0.01,62,FALSE,0,FALSE,62,TRUE,62,R,13,3,10,No,6092
2018,12/11/2019 21:16,24,5/25/2020 0:00,9,37.784858,14,-122.392571,Partly Cloudy,0,55,FALSE,0,FALSE,73,FALSE,49,R,15,2,10,No,6093
2020,11/16/2020 21:43,9,7/4/2017 0:00,11,37.810625,22,-122.364573,Fair,1.065,45,FALSE,0,FALSE,48,FALSE,50,R,6,2,10,No,6094
2019,1/4/2020 23:12,2,7/4/2012 0:00,11,37.775564,0,-122.405811,Fair,0,48,FALSE,0,FALSE,48,FALSE,52,R,3,2,10,No,6095
2016,9/20/2019 15:52,2,9/3/2012 0:00,10,37.731355,5,-122.423836,Mostly Cloudy,0,54,FALSE,0,FALSE,57.9,FALSE,87,R,16.1,2,10,No,6096
2020,7/29/2020 11:48,11,12/25/2012 0:00,4,37.808273,1,-122.367004,Cloudy,0,54,FALSE,0,FALSE,54,TRUE,75,R,14,2,10,No,6097
2018,1/15/2017 23:31,12,11/24/2016 0:00,12,37.721279,18,-122.448204,Partly Cloudy,0.01,55,TRUE,0,FALSE,51.1,FALSE,83,R,4.6,3,10,No,6098
2020,1/13/2020 8:08,2,1/1/2013 0:00,3,37.752501,23,-122.402997,Fair,0,60,FALSE,0,FALSE,60,FALSE,53,R,7,2,10,No,6099
2020,11/30/2020 21:21,25,2/20/2012 0:00,1,37.800385,14,-122.447046,Mostly Cloudy,0.045,61,TRUE,0,FALSE,61,FALSE,75,R,7,2,10,No,6100
2019,8/11/2019 10:55,2,12/25/2017 0:00,11,37.783661,14,-122.39286,Fair,1.840000033,70,TRUE,0,FALSE,70,FALSE,39,R,5,3,10,No,6101
2017,11/5/2019 8:32,9,11/11/2014 0:00,2,37.777996,11,-122.391692,Light Rain,0,54,TRUE,0.15,TRUE,61,FALSE,83,L,26.5,2,4,No,6102
2020,9/15/2018 14:40,25,12/25/2020 0:00,5,37.808807,11,-122.366531,Fair,0,71,FALSE,0,FALSE,71,FALSE,61,R,5,3,10,No,6103
2017,7/18/2019 19:22,18,1/19/2015 0:00,4,37.74446,16,-122.40528,Partly Cloudy,0.573,71,FALSE,0,FALSE,64.9,FALSE,70,R,16.1,2,10,No,6104
2018,1/14/2018 15:56,10,5/25/2020 0:00,12,37.74696,17,-122.404381,Partly Cloudy,0,58,FALSE,0,FALSE,54,FALSE,77,R,10.4,2,10,No,6105
2019,1/10/2019 19:33,24,12/25/2019 0:00,10,37.73472,13,-122.47513,Mostly Cloudy,0.011,84,TRUE,0,FALSE,84,FALSE,12,R,3,2,10,No,6106
2017,6/24/2016 19:12,30,1/1/2015 0:00,8,37.808498,3,-122.366852,Partly Cloudy,0,50,FALSE,0,FALSE,57,TRUE,87,R,10.4,3,10,No,6107
2018,6/22/2017 17:27,25,1/1/2014 0:00,6,37.74492,14,-122.40505,Partly Cloudy,0.539,63,FALSE,0,FALSE,68,FALSE,63,R,12.7,2,10,No,6108
2019,10/30/2020 9:51,2,7/4/2014 0:00,2,37.75251,19,-122.403005,Heavy Rain,0.129,53,FALSE,0.02,FALSE,51.1,FALSE,77,R,25.3,2,5,No,6109
2016,3/5/2018 18:08,23,2/17/2020 0:00,11,37.737186,11,-122.402534,Mostly Cloudy,0,52,FALSE,0,FALSE,60.1,FALSE,60,R,11.5,3,10,No,6110
2017,7/29/2018 23:29,12,1/19/2015 0:00,4,37.808498,11,-122.366852,Overcast,0,56,FALSE,0,FALSE,57.9,TRUE,75,R,17.3,3,10,No,6111
2016,4/6/2020 17:19,10,9/1/2014 0:00,11,37.71951,13,-122.44822,Mostly Cloudy,0,65,FALSE,0,FALSE,69.1,FALSE,70,R,6.9,1,10,No,6112
2017,12/12/2020 5:01,3,11/26/2020 0:00,10,37.726273,11,-122.402065,Partly Cloudy,0.675,64,FALSE,0.01,FALSE,62.1,FALSE,58,R,4.6,2,10,No,6113
2017,10/3/2018 8:51,23,11/12/2012 0:00,5,37.807987,8,-122.367319,Overcast,0.026,59,FALSE,0.01,FALSE,57,FALSE,81,R,9.2,2,9,No,6114
2020,11/23/2018 16:00,22,5/25/2020 0:00,1,37.764633,5,-122.405113,Mostly Cloudy,0,53,FALSE,0,FALSE,53,FALSE,89,R,5,2,10,No,6115
2019,5/16/2020 19:39,16,7/4/2014 0:00,10,37.76199,20,-122.40596,Cloudy,0,60,FALSE,0,FALSE,60,FALSE,69,R,6,1,10,No,6116
2020,5/14/2020 21:11,7,7/4/2017 0:00,5,37.80752,12,-122.47605,Mostly Cloudy,0.041,77,FALSE,0,FALSE,77,FALSE,42,R,8,2,10,No,6117
2016,8/30/2016 10:39,18,5/27/2019 0:00,10,37.808498,19,-122.366852,Partly Cloudy,0,55,FALSE,0,FALSE,64,TRUE,60,R,10.4,3,10,No,6118
2020,10/11/2016 0:24,9,12/25/2016 0:00,11,37.808498,7,-122.366852,Fair,0,48,FALSE,0,FALSE,48,TRUE,50,R,0,3,10,No,6119
2020,6/27/2017 14:38,28,1/16/2012 0:00,10,37.808498,7,-122.366852,Fair,0,53,FALSE,0,FALSE,53,TRUE,61,R,6,3,10,No,6120
2016,12/24/2016 20:33,7,12/25/2013 0:00,4,37.808498,13,-122.366852,Mostly Cloudy,0.01,55,FALSE,0,FALSE,68,TRUE,52,R,9.2,3,10,No,6121
2017,8/4/2016 17:51,19,10/14/2019 0:00,4,37.80771,18,-122.36764,Scattered Clouds,0.078,58,FALSE,0,FALSE,66.9,FALSE,49,R,10.4,2,10,No,6122
2017,6/20/2020 7:58,2,2/17/2014 0:00,6,37.807153,14,-122.475694,Partly Cloudy,0,64,FALSE,0.04,FALSE,73,FALSE,51,R,11.5,2,10,No,6123
2020,2/14/2018 22:13,14,2/19/2018 0:00,10,37.808498,15,-122.366852,Fair,0,87,FALSE,0,FALSE,87,TRUE,36,R,14,3,10,No,6124
2018,11/26/2020 19:31,16,11/27/2014 0:00,8,37.770849,19,-122.40603,Partly Cloudy,0.316,51,FALSE,0,FALSE,64,FALSE,75,R,10.4,2,9,No,6125
2017,8/30/2016 13:05,5,11/22/2018 0:00,9,37.72604,17,-122.44624,Partly Cloudy,0.05,67,FALSE,0,FALSE,70,FALSE,87,R,15,2,10,No,6126
2020,4/30/2020 17:57,13,2/16/2015 0:00,11,37.76197,15,-122.40578,Cloudy,0,62,FALSE,0,FALSE,62,FALSE,70,R,17,4,10,No,6127
2019,4/10/2020 8:00,8,10/12/2020 0:00,11,37.802818,0,-122.452202,Cloudy,0,53,TRUE,0,FALSE,53,FALSE,86,R,0,2,5,No,6128
2017,11/25/2020 5:31,13,12/25/2019 0:00,10,37.766317,0,-122.405257,Partly Cloudy,1.005,68,FALSE,0,FALSE,53.1,FALSE,48,R,3.5,2,10,No,6129
2020,6/12/2020 16:25,16,12/25/2016 0:00,12,37.74227,2,-122.40698,Fair,0.211,47,FALSE,0,FALSE,47,FALSE,80,R,3,3,10,No,6130
2018,1/13/2020 1:04,30,5/27/2019 0:00,12,37.782732,4,-122.395501,Overcast,0,61,FALSE,0.04,FALSE,46.9,FALSE,86,R,4.6,2,10,No,6131
